chr	pos	rate	cM
chr4	167596	0.0259047	0
chr4	200631	0.0195952	0.0008557617645
chr4	252804	0.0265953	0.0018781021341
chr4	282499	0.0336524	0.0026678495676
chr4	305291	0.121784	0.0034348550684
chr4	308010	0.0707985	0.0037659857644
chr4	315673	0.0731013	0.0043085146699
chr4	321902	0.0397986	0.0047638626676
chr4	338851	0.0446803	0.005438409139
chr4	352955	0.0413601	0.0060685800902
chr4	367927	0.902682	0.0066878235074
chr4	367956	0.0207286	0.0067140012854
chr4	415311	0.0925893	0.0076956041384
chr4	419565	0.0258712	0.0080894790206
chr4	452106	0.0383922	0.0089313537398
chr4	470103	0.0844853	0.0096222981632
chr4	475468	0.0347961	0.0100755617977
chr4	497138	0.107495	0.0108295932847
chr4	500500	0.173978	0.0111909914747
chr4	502911	0.173203	0.0116104524327
chr4	507001	0.24629	0.0123188527027
chr4	509178	0.162904	0.0128550260327
chr4	514201	0.198021	0.0136732928247
chr4	517461	0.0761629	0.0143188412847
chr4	533399	0.13436	0.0155327255849
chr4	540025	0.331241	0.0164229949449
chr4	541182	0.023242	0.0168062407819
chr4	644410	0.0858323	0.0192054659579
chr4	658304	0.248646	0.0203980199341
chr4	686563	0.510975	0.0274245072481
chr4	694613	1.00321	0.0315378559981
chr4	696848	0.812702	0.0337800303481
chr4	703813	0.0886245	0.0394404997781
chr4	712222	0.0538993	0.0401857431986
chr4	732261	0.165956	0.0412658312713
chr4	735150	0.106673	0.0417452781553
chr4	741742	0.19016	0.0424484665713
chr4	744098	0.137796	0.0428964835313
chr4	747810	0.110861	0.0434079822833
chr4	753944	0.27665	0.0440880036573
chr4	755025	0.0390906	0.0443870623073
chr4	786401	0.135302	0.0456135689729
chr4	790757	0.158462	0.0462029444849
chr4	793929	0.21308	0.0467055859489
chr4	795890	0.421173	0.0471234358289
chr4	796405	0.195472	0.0473403399239
chr4	798511	0.519057	0.0477520039559
chr4	798817	0.707147	0.0479108353979
chr4	798962	0.0718248	0.0480133717129
chr4	809593	0.516886	0.0487769411617
chr4	809787	0.13425	0.0488772170457
chr4	812598	0.0713611	0.0492545937957
chr4	821490	0.0673345	0.0498891366969
chr4	830601	0.0548503	0.0505026213264
chr4	843184	0.461234	0.0511928026513
chr4	843508	0.0762657	0.0513422424673
chr4	852313	0.0607884	0.0520137619558
chr4	865227	0.170503	0.0527987833534
chr4	867866	0.155741	0.0532487407704
chr4	870914	0.0435062	0.0537234393384
chr4	894255	0.212626	0.0547389175526
chr4	896486	0.183337	0.0552132861586
chr4	899143	0.0480933	0.0557004125676
chr4	925149	0.161613	0.0569511269274
chr4	928684	0.0855741	0.0575224288824
chr4	939113	0.167208	0.0584148811713
chr4	942439	0.164725	0.0589710149793
chr4	946974	0.0747772	0.0597180428543
chr4	964359	0.301632	0.0610180444763
chr4	965779	0.0947559	0.0614463619163
chr4	976918	0.131689	0.0625018478864
chr4	983060	0.160862	0.0633106817244
chr4	987343	0.0769174	0.0639996536704
chr4	1003022	0.120003	0.065205641585
chr4	1011115	1.01595	0.066176825864
chr4	1019011	1.26814	0.074198767064
chr4	1024752	0.664871	0.081479158804
chr4	1045171	3.27639	0.095055159753
chr4	1045323	0.83752	0.095553171033
chr4	1051512	1.88964	0.100736582313
chr4	1052488	0.503722	0.102580870953
chr4	1053172	2.77259	0.102925416801
chr4	1054159	1.55596	0.105661963131
chr4	1058358	0.664809	0.112195439171
chr4	1067267	0.0880381	0.118118222552
chr4	1078124	0.486444	0.1190740522037
chr4	1078596	0.104444	0.1193036537717
chr4	1086871	0.060996	0.1201679278717
chr4	1105294	0.121752	0.1212916571797
chr4	1111594	0.273906	0.1220586947797
chr4	1113257	0.103423	0.1225142004577
chr4	1118573	0.158968	0.1230639971257
chr4	1120930	0.0292893	0.1234386847017
chr4	1158991	0.0816265	0.124553464749
chr4	1165130	0.364568	0.1250545698325
chr4	1165516	0.0932033	0.1251952930805
chr4	1171112	0.035905	0.1257168587473
chr4	1191042	0.209229	0.1264324453973
chr4	1192142	0.0980856	0.1266625972973
chr4	1196238	0.0682977	0.1270643559149
chr4	1203265	0.0498455	0.1275442838528
chr4	1213697	0.0586295	0.1280642721088
chr4	1222836	0.796622	0.1286000871093
chr4	1232955	0.0953517	0.1366611051273
chr4	1237014	0.0677783	0.1370481376776
chr4	1245277	0.0624276	0.1376081897705
chr4	1254930	0.0901353	0.1382108033933
chr4	1259650	0.0762496	0.1386362420093
chr4	1266072	0.0552543	0.1391259169405
chr4	1277826	0.038082	0.1397753759827
chr4	1300077	0.054129	0.1406227385647
chr4	1312394	0.0268699	0.1412894454577
chr4	1348020	0.0642752	0.1422467125151
chr4	1356924	0.0641565	0.1428190188959
chr4	1365858	0.168633	0.1433921930669
chr4	1367552	0.0462214	0.1436778573689
chr4	1386570	0.245109	0.1445568959541
chr4	1387780	0.0464286	0.1448534778441
chr4	1414684	0.376715	0.1461025928985
chr4	1415698	0.789719	0.1464845819085
chr4	1507198	0.16522	0.2187438704085
chr4	1511831	0.158487	0.2195093346685
chr4	1516935	0.237073	0.2203182523165
chr4	1519322	0.201913	0.2208841455675
chr4	1523930	0.189271	0.2218145606715
chr4	1527766	2.47093	0.2225406042275
chr4	1533976	0.149339	0.2378850795275
chr4	1539392	0.165816	0.2386938995515
chr4	1541224	0.112353	0.2389976744635
chr4	1544693	0.0601171	0.2393874270205
chr4	1554748	0.0619352	0.239991904461
chr4	1563920	0.927764	0.2405599741154
chr4	1573364	0.274192	0.2493217773314
chr4	1586036	0.510001	0.2527963383554
chr4	1595965	1.11669	0.2578601382844
chr4	1598331	1.13138	0.2605022268244
chr4	1608224	0.170719	0.2716949691644
chr4	1610872	0.466882	0.2721470330764
chr4	1611243	0.162122	0.2723202462984
chr4	1613810	0.479067	0.2727364134724
chr4	1616344	0.479375	0.2739503692504
chr4	1618911	1.35666	0.2751809248754
chr4	1619034	0.265397	0.2753477940554
chr4	1624714	0.341044	0.2768552490154
chr4	1631795	0.226895	0.2792701815794
chr4	1646364	0.768902	0.2825758148344
chr4	1647743	0.26367	0.2836361306924
chr4	1658084	0.338878	0.2863627421624
chr4	1664964	0.0708851	0.2886942228024
chr4	1679426	0.164113	0.2897193631186
chr4	1681842	0.157697	0.2901158601266
chr4	1684596	0.33402	0.2905501576646
chr4	1685211	0.0636929	0.2907555799646
chr4	1698750	0.172856	0.2916179181377
chr4	1701317	0.159259	0.2920616394897
chr4	1704542	0.0628611	0.2925752497647
chr4	1720550	0.656087	0.2935815302535
chr4	1720757	0.360484	0.2937173402625
chr4	1721654	0.34438	0.2940406944105
chr4	1722504	0.208029	0.2943334174105
chr4	1724579	0.499247	0.2947650775855
chr4	1725071	0.167709	0.2950107071095
chr4	1728120	0.724221	0.2955220518505
chr4	1728381	0.24631	0.2957110735315
chr4	1731672	0.302816	0.2965216797415
chr4	1734239	1.47574	0.2972990084135
chr4	1762287	2.66087	0.3386905639335
chr4	1770357	0.30542	0.3601637848335
chr4	1785025	0.136754	0.3646436853935
chr4	1797852	0.270077	0.3663978289515
chr4	1801709	0.355727	0.3674395159405
chr4	1804276	0.0534578	0.3683526671495
chr4	1866358	0.0609292	0.3716714342891
chr4	1899342	0.280649	0.3736811230219
chr4	1901909	0.0479581	0.3744015490049
chr4	1958171	0.247622	0.3770997676271
chr4	1960600	0.0429479	0.3777012414651
chr4	1986938	1.90728	0.3788324032553
chr4	1986972	1.33505	0.3788972507753
chr4	1990425	2.44637	0.3835071784253
chr4	1994985	2.97888	0.3946626256253
chr4	1997691	4.09969	0.4027234749053
chr4	1998089	2.33067	0.4043551515253
chr4	2000258	1.28421	0.4094103747553
chr4	2009095	0.299541	0.4207589385253
chr4	2051518	0.0465954	0.4334663663683
chr4	2078853	0.130068	0.4347400516273
chr4	2084482	0.196222	0.4354722043993
chr4	2087049	0.203963	0.4359759062733
chr4	2090690	0.249497	0.4367185355563
chr4	2093257	0.119207	0.4373589943553
chr4	2103096	0.343557	0.4385318720283
chr4	2104336	0.27824	0.4389578827083
chr4	2106234	0.114253	0.4394859822283
chr4	2115030	0.239635	0.4404909516163
chr4	2117597	0.25242	0.4411060946613
chr4	2119081	0.0555189	0.4414806859413
chr4	2138041	0.204426	0.4425333242853
chr4	2139886	0.112111	0.4429104902553
chr4	2145720	0.0863514	0.4435645458293
chr4	2155017	0.110078	0.4443673547951
chr4	2160894	0.0510927	0.4450142832011
chr4	2181608	0.0442821	0.4460726173889
chr4	2207498	0.202657	0.4472190809579
chr4	2209428	0.348286	0.4476102089679
chr4	2210065	0.204789	0.4478320671499
chr4	2211995	0.0746308	0.4482273099199
chr4	2221089	0.0600953	0.4489060024151
chr4	2236199	0.0532741	0.4498140423981
chr4	2252496	0.164853	0.4506822504058
chr4	2255063	0.21499	0.4511054280568
chr4	2256716	0.0657157	0.4514608065268
chr4	2268455	0.0813963	0.4522322431291
chr4	2277497	0.309382	0.4529682284737
chr4	2278416	0.125357	0.4532525505317
chr4	2282899	0.167805	0.4538145259627
chr4	2285466	0.192725	0.4542452813977
chr4	2287421	2.12667	0.4546220587727
chr4	2289266	1.62222	0.4585457649227
chr4	2294578	0.186661	0.4671629975627
chr4	2297550	0.184716	0.4677177540547
chr4	2300841	0.36882	0.4683256544107
chr4	2303099	0.670816	0.4691584499707
chr4	2303576	11.1623	0.4694784292027
chr4	2304095	6.10398	0.4752716629027
chr4	2304770	9.79981	0.4793918494027
chr4	2304946	19.3652	0.4811166159627
chr4	2307466	0.233766	0.5299169199627
chr4	2311361	0.1146	0.5308274385327
chr4	2316874	0.200806	0.5314592283327
chr4	2319346	0.225024	0.5319556207647
chr4	2320937	0.227755	0.5323136339487
chr4	2322188	0.161318	0.5325985554537
chr4	2324865	0.109233	0.5330304037397
chr4	2329295	0.130288	0.5335143059297
chr4	2332829	0.131596	0.5339747437217
chr4	2336825	0.130678	0.5345006013377
chr4	2340417	0.29356	0.5349699967137
chr4	2341194	0.756613	0.5351980928337
chr4	2341284	0.190363	0.5352661880037
chr4	2343181	0.331623	0.5356273066147
chr4	2343851	0.331921	0.5358494940247
chr4	2344692	0.114156	0.5361286395857
chr4	2348405	0.140376	0.5365525008137
chr4	2351350	0.152943	0.5369659081337
chr4	2353834	0.336115	0.5373458185457
chr4	2354353	0.095064	0.5375202622307
chr4	2359802	0.0567461	0.5380382659667
chr4	2371083	0.249119	0.5386784187208
chr4	2371930	0.104231	0.5388894225138
chr4	2376423	0.0690787	0.5393577323968
chr4	2385384	0.170221	0.5399767466275
chr4	2387491	0.148334	0.5403354022745
chr4	2389959	0.186706	0.5407014905865
chr4	2391389	0.222481	0.5409684801665
